Gene,BreastEarly_1,BreastEarly_2,BreastEarly_3,BreastMid_1,BreastMid_2,BreastMid_3,BreastLate_1,BreastLate_2,BreastLate_3,LungMetastasis_1,LungMetastasis_2,LungMetastasis_3
C1qc,6,5,5,7,10,4,7,7,8,1,1,2
C1ql1,0,0,0,2,7,0,0,0,0,0,0,0
C1ql2,0,0,0,0,3,0,0,0,0,0,0,0
C1ql4,0,0,0,0,1,0,0,0,0,0,0,0
C1qtnf1,6,10,7,24,21,11,28,25,31,5,3,0
C1qtnf12,6,12,5,0,1,3,9,9,10,2,1,3
C1qtnf2,0,1,0,0,0,0,0,0,0,3,6,0
C1qtnf3,0,1,0,0,0,0,1,3,1,0,0,0
C1qtnf4,0,0,0,4,1,0,21,2,8,0,0,0
C1qtnf6,2,3,4,1,0,0,1,1,5,5,2,2
C1qtnf7,0,1,1,6,0,3,0,0,0,5,7,5
C1qtnf9,0,1,1,0,0,0,0,1,2,0,1,0
C1ra,0,1,0,0,0,0,0,0,0,2,5,3
C1rb,0,0,1,0,0,0,0,0,0,0,1,0
C1rl,0,1,0,0,0,0,0,0,0,1,2,1
C1s1,0,1,0,0,0,4,0,0,0,12,13,7
C1s2,0,1,3,0,0,0,1,0,0,1,2,3
C2,1,0,0,0,0,0,1,0,0,2,1,0
C230012O17Rik,0,0,0,0,0,0,0,0,0,0,0,0
C230013L11Rik,2,1,1,0,1,0,1,1,0,1,2,1
C230014O12Rik,0,0,0,0,0,0,0,0,0,0,0,0
C230029F24Rik,0,1,0,0,0,0,2,0,1,0,0,0
C230034O21Rik,0,0,1,0,0,0,0,0,0,5,2,1
C230035I16Rik,1,6,5,12,19,8,0,4,0,1,2,1
C230037L18Rik,1,0,1,0,0,0,1,0,2,1,1,3
C230038L03Rik,0,0,0,2,0,0,0,0,1,0,0,0
C230053D17Rik,3,8,5,0,0,2,6,5,6,0,1,2
C230057M02Rik,0,1,1,0,0,0,2,0,2,0,0,1
C230066G23Rik,0,0,0,0,0,0,0,1,0,3,2,4
C230071H17Rik,9,15,12,0,0,0,1,5,1,0,1,2
C230072F16Rik,0,0,0,0,0,0,0,0,0,6,2,3
C230085N15Rik,1,1,0,0,0,0,1,1,0,0,0,0
C230086J09Rik,0,1,1,0,0,0,0,0,0,0,0,0
C230096K16Rik,1,8,2,6,2,1,10,7,3,2,0,4
C2cd2,13,16,16,14,14,14,14,12,7,15,6,6
C2cd2l,11,8,10,3,4,1,9,10,9,32,25,20
C2cd3,26,18,22,14,18,10,20,19,42,29,23,19
C2cd4a,1,0,1,0,0,0,0,0,0,0,0,0
C2cd4b,0,1,1,0,0,0,1,1,2,1,0,0
C2cd4c,0,0,0,0,0,0,0,0,0,0,0,0
C2cd4d,13,15,11,1,0,1,11,16,11,2,1,0
C2cd5,49,65,56,2,2,1,34,32,28,57,40,25
C3,5,7,6,11,16,43,18,14,42,123,61,58
C330002G04Rik,1,1,0,0,0,0,0,1,0,3,1,3
C330008A17Rik,0,0,0,0,5,1,0,0,0,1,0,0
C330011M18Rik,1,1,1,0,0,0,2,2,1,0,1,0
C330013E15Rik,0,0,1,0,2,0,0,1,0,0,0,0
C330018A13Rik,0,0,0,0,1,0,0,0,0,0,0,0
C330018D20Rik,1,1,3,6,6,3,2,1,3,2,1,0
C330020E22Rik,1,0,0,1,0,0,0,1,9,2,0,0
C330022C24Rik,0,0,0,0,0,0,0,0,0,0,0,0
C330024D21Rik,0,0,0,0,0,0,0,0,0,0,0,0
C3ar1,2,2,2,4,6,2,0,1,5,5,0,0
C430002N11Rik,0,0,0,0,0,0,0,1,0,0,0,0
C430014B12Rik,0,2,0,0,0,0,0,0,0,1,0,0
C430019N01Rik,0,0,1,0,0,0,0,0,0,0,0,0
C430039J01Rik,1,1,1,1,0,0,0,1,0,0,0,0
C430042M11Rik,1,0,0,0,0,0,1,3,1,0,0,0
C4a,1,0,0,0,0,0,3,1,1,3,3,5
C4b,12,23,26,11,6,9,13,17,17,101,54,58
C4bp,0,0,0,0,1,0,0,0,0,0,0,0
C530005A16Rik,2,6,2,0,0,3,2,1,0,1,1,0
C530020B09Rik,0,1,0,0,0,0,0,0,0,1,0,0
C530025M09Rik,172,148,129,100,8,26,281,337,277,12,4,17
C530043A13Rik,35,45,33,37,3,12,48,128,76,6,0,2
C530043K16Rik,0,0,2,0,0,0,1,1,2,4,3,0
C530044C16Rik,0,0,0,0,0,0,0,0,0,0,0,0
C5ar1,2,4,2,10,8,6,4,4,5,1,0,0
C5ar2,11,10,11,0,0,0,1,1,2,3,3,0
C6,0,0,0,0,0,0,0,0,0,45,25,31
C630004M23Rik,0,1,1,0,0,0,0,0,0,0,0,0
C630043F03Rik,2,3,0,1,0,0,0,0,0,1,3,0
C630044B11Rik,0,0,0,0,0,0,0,0,0,0,0,0
C7,0,1,1,0,1,0,0,0,0,90,55,62
C730002L08Rik,0,0,0,0,0,0,0,0,0,0,0,1
C730027H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
C730034F03Rik,1,1,2,0,0,0,0,0,0,0,0,1
C730036E19Rik,0,0,0,0,0,0,0,0,0,0,0,0
C730045M19Rik,1,5,2,0,0,0,3,0,3,0,0,0
C78197,2,4,0,0,0,0,1,1,0,0,0,1
C78859,1,0,0,0,0,0,0,0,1,0,0,1
C79798,0,2,0,0,0,0,0,0,0,0,0,0
C87436,3,3,8,0,0,0,5,6,5,13,1,5
C8a,0,0,0,0,0,0,0,0,0,0,0,0
C8b,0,0,0,0,0,0,0,0,0,0,0,0
C8g,1,1,0,0,0,0,1,1,1,4,1,1
C9,0,1,0,0,0,0,0,0,0,0,0,0
C920006O11Rik,0,0,0,0,0,0,0,0,0,1,2,0
C920021L13Rik,4,1,3,1,1,0,2,6,1,10,10,8
C9orf72,8,7,7,3,3,2,2,6,2,7,1,1
CJ186046Rik,0,0,0,0,1,0,0,0,0,0,0,0
CK137956,0,0,0,0,0,0,0,0,0,0,0,0
Caap1,4,7,8,0,0,0,3,9,3,7,5,5
Cab39,39,45,34,4,3,3,46,49,48,45,26,30
Cab39l,29,22,10,14,11,6,8,15,9,6,5,9
Cabcoco1,0,0,0,0,0,0,0,0,0,1,1,1
Cabin1,65,82,47,9,13,5,57,68,58,152,107,74
Cables1,12,9,9,1,1,1,9,8,3,11,16,5
Cables2,20,12,12,1,1,4,7,15,9,34,12,16
Cabp1,3,1,0,0,0,0,2,0,0,4,2,4
Cabp4,0,1,0,0,0,0,0,0,1,0,0,0
Cabp5,0,1,1,0,0,0,0,0,0,0,0,0
Cabp7,0,1,0,0,0,0,0,0,0,1,0,1
Cabyr,6,8,2,0,0,0,2,0,1,0,1,0
Cacfd1,25,47,24,2,1,5,23,29,28,23,10,19
Cachd1,4,5,4,0,1,0,11,18,10,49,28,25
Cacna1a,5,9,6,0,1,0,4,5,4,39,18,21
Cacna1b,1,0,0,0,0,0,0,0,0,5,2,3
Cacna1c,9,13,7,2,2,0,5,7,6,238,138,143
Cacna1d,9,4,3,2,0,1,1,3,9,85,50,52
Cacna1e,0,0,0,2,8,0,0,0,1,15,5,4
Cacna1f,0,1,0,0,0,0,1,0,0,1,0,0
Cacna1g,2,5,4,0,0,1,2,3,0,11,1,2
Cacna1h,0,0,0,0,0,0,1,0,0,9,0,6
Cacna1i,1,0,1,1,1,2,1,0,0,2,1,0
Cacna1s,0,0,0,1,20,18,0,0,0,0,0,0
Cacna2d1,0,4,6,0,0,0,0,0,0,17,11,11
Cacna2d2,3,0,1,0,0,0,0,0,1,2,1,1
Cacna2d3,0,0,3,0,0,0,1,1,0,1,1,1
Cacna2d4,0,0,0,0,0,0,1,0,0,1,2,1
Cacnb1,6,8,5,10,9,19,17,10,11,47,28,23
Cacnb2,1,2,1,0,0,0,0,0,0,25,18,12
Cacnb3,31,28,30,21,17,9,26,29,26,20,15,10
Cacnb4,2,1,1,0,0,0,1,0,0,0,0,0
Cacng2,0,0,0,0,1,0,0,0,0,0,0,0
Cacng3,0,0,0,0,0,0,0,0,0,0,0,0
Cacng4,0,0,0,0,1,1,0,0,0,0,0,0
Cacng5,0,0,0,0,0,0,1,0,0,0,0,0
Cacng6,0,0,0,0,0,0,0,0,0,0,0,0
Cacng7,0,0,0,0,1,0,0,0,0,3,3,4
Cacng8,0,0,0,2,1,0,0,0,0,0,2,0
Cactin,14,16,12,0,0,0,27,21,14,38,22,19
Cacul1,12,13,19,16,11,10,19,16,17,11,5,8
Cacybp,9,11,6,0,0,0,17,9,10,4,1,1
Cad,30,29,23,14,18,8,69,47,55,35,27,19
Cadm1,7,12,6,16,20,8,10,10,13,33,21,28
Cadm2,0,0,0,0,0,0,0,0,0,3,2,4
Cadm3,1,1,3,0,0,0,0,0,6,1,2,1
Cadm4,4,5,5,1,4,3,14,16,13,4,3,4
Cadps,0,0,3,0,1,0,4,1,2,1,0,0
Cadps2,26,26,19,5,7,3,13,20,20,57,34,31
Cage1,1,1,4,1,0,0,4,1,3,6,0,2
Calb1,0,0,0,0,0,0,0,0,0,0,1,0
Calb2,0,0,0,0,0,0,0,1,1,0,0,0
Calca,0,0,0,0,0,0,0,0,0,1,0,0
Calcoco1,37,47,33,16,26,37,32,30,22,123,79,78
Calcr,0,0,0,0,0,0,0,0,0,2,0,0
Calcrl,0,3,3,0,0,0,0,0,0,67,36,38
Cald1,148,182,129,15,24,11,125,174,135,85,41,54
Calhm2,2,1,1,0,0,0,0,3,0,5,7,4
Calhm4,0,0,0,1,1,1,0,0,0,0,0,0
Calhm5,0,0,0,0,0,0,0,0,0,0,0,0
Calhm6,0,0,0,0,0,0,0,0,0,0,0,0
Calm1,67,113,77,60,73,41,55,60,41,61,24,34
Calm2,57,100,60,2,1,1,35,33,36,23,9,8
Calm3,60,79,64,29,43,47,80,95,95,49,31,42
Calm4,0,0,0,0,0,0,15,16,11,0,0,0
Calml3,3,1,2,8,9,4,13,10,8,3,1,0
Calml4,0,0,0,0,0,0,0,0,0,1,0,5
Caln1,0,0,0,0,0,0,0,0,0,1,0,0
Calr,380,442,376,135,112,84,326,387,353,95,42,51
Calr-ps,0,0,0,0,0,0,0,0,0,0,0,0
Calr3,0,1,0,0,0,0,0,0,0,0,1,0
Calr4,0,0,0,0,0,0,1,0,1,0,0,1
Calu,66,55,46,7,20,14,57,36,38,20,20,20
Caly,0,0,0,0,0,0,0,0,0,0,1,0
Camk1,31,32,29,14,12,9,19,13,18,39,18,25
Camk1d,3,2,1,8,9,3,2,3,2,10,8,8
Camk1g,0,1,0,0,0,0,1,0,1,1,2,2
Camk2a,0,0,0,0,20,10,0,0,0,8,2,0
Camk2b,0,0,0,0,12,7,0,1,0,5,0,1
Camk2d,12,30,18,0,0,0,17,19,12,40,24,27
Camk2g,17,12,19,6,3,2,16,14,15,57,40,31
Camk2n1,4,0,2,49,39,24,11,11,25,61,33,23
Camk2n2,2,1,1,1,0,0,2,2,0,2,1,0
Camk4,0,0,0,0,0,0,0,0,0,1,1,2
Camkk1,2,2,3,0,1,0,1,1,1,25,14,9
Camkk2,50,61,41,12,29,18,38,35,39,46,32,30
Camkmt,4,12,5,0,0,1,5,1,3,4,2,2
Camkv,0,0,0,0,1,0,0,0,0,0,0,0
Caml,12,5,8,0,0,0,9,14,9,6,7,9
Camsap1,22,39,21,0,0,0,35,26,22,49,31,25
Camsap2,49,49,42,10,25,6,20,46,40,43,28,29
Camsap3,55,66,45,11,9,6,40,55,53,93,51,45
Camta1,8,8,16,1,2,1,7,14,3,9,7,9
Camta2,28,24,26,17,12,13,24,18,20,88,55,46
Cand1,31,32,23,11,8,14,29,28,16,20,10,19
Cand2,16,10,6,5,5,5,13,6,5,6,4,8
Cant1,26,34,27,19,6,10,30,32,28,25,23,17
Canx,123,162,142,60,61,50,92,116,113,43,20,27
Cap1,50,55,42,32,29,38,48,61,40,32,36,13
Cap2,0,0,0,1,5,3,0,0,0,12,8,4
Capg,34,24,31,9,8,4,54,31,26,9,3,5
Capn1,18,33,23,2,10,7,49,38,35,51,16,31
Capn10,5,3,2,0,2,0,11,7,8,16,16,7
Capn11,0,0,0,0,0,0,1,0,0,0,0,0
Capn12,5,6,3,1,6,1,2,4,10,0,0,0
Capn13,0,0,0,0,0,0,0,0,0,3,0,3
Capn15,33,24,22,2,1,1,17,15,22,38,16,19
Capn2,15,18,15,2,2,16,24,12,20,83,55,41
Capn3,0,1,0,0,0,0,0,0,0,0,0,1
Capn5,46,51,39,4,4,2,33,49,26,19,6,7
Capn6,0,0,1,0,0,0,0,0,0,3,0,0
Capn7,22,36,25,21,20,8,13,10,24,26,10,11
Capn8,0,1,3,0,0,0,0,0,1,1,3,0
Capns1,51,54,48,50,58,35,46,49,37,23,14,11
Capns2,3,1,2,0,0,0,0,1,0,0,0,1
Caprin1,64,82,67,12,8,8,68,105,60,59,34,25
Caprin2,5,11,7,0,0,0,2,1,2,11,1,5
Caps2,0,0,0,0,0,0,0,0,0,1,3,1
Capsl,0,3,1,7,7,4,1,0,1,5,1,3
Capza1,5,5,4,1,1,0,1,9,3,6,4,4
Capza1b,0,0,0,0,0,0,0,0,0,0,0,0
Capza2,25,41,19,0,1,7,26,23,33,15,9,6
Capzb,45,36,45,49,53,34,43,47,57,43,24,14
Car10,0,0,0,0,0,0,0,0,0,0,0,0
Car11,0,1,3,0,0,0,0,1,0,6,5,3
Car12,43,54,48,13,13,23,58,48,48,1,0,0
Car13,1,1,3,0,0,0,3,3,2,1,1,1
Car14,1,0,1,0,0,1,1,0,0,5,2,3
Car15,2,1,1,0,0,0,0,1,1,0,0,0
Car2,12,8,10,0,0,0,10,5,10,13,7,2
Car3,0,0,0,18,20,45,0,0,2,1,0,0
Car4,0,0,0,0,0,0,0,0,0,15,9,7
Car5a,0,0,0,0,0,0,0,0,0,0,0,0
Car5b,13,18,10,9,11,6,2,11,11,1,2,0
Car6,32,37,36,111,113,75,10,7,432,2,0,0
Car7,0,1,0,0,0,0,0,1,1,0,0,1
Car8,10,7,5,0,0,5,0,0,2,97,46,54
Car9,3,1,3,6,6,3,11,11,9,1,0,0
Card10,11,4,7,1,0,1,25,15,34,88,43,39
Card11,2,4,0,1,0,0,0,0,0,32,10,17
Card14,1,3,5,3,1,2,4,7,3,0,1,0
Card19,6,4,3,0,1,0,8,7,4,8,10,3
Card6,15,8,11,0,0,0,2,9,5,4,1,3
Card9,8,3,2,0,1,0,2,0,1,20,10,13
Carf,14,13,8,0,1,0,1,9,1,6,8,3
Carhsp1,28,21,27,30,22,20,18,15,16,5,4,9
Carm1,12,22,20,25,30,14,15,24,40,45,20,18
Carmil1,65,68,76,16,16,8,66,81,64,106,67,65
Carmil2,1,0,0,0,2,0,2,0,2,19,8,6
Carmil3,1,0,1,0,0,0,2,0,1,7,11,3
Carmn,17,17,10,1,1,1,23,16,12,72,53,55
Carnmt1,0,2,2,0,0,2,2,4,3,4,1,2
Carns1,3,5,1,0,0,0,1,0,0,14,5,3
Cars1,22,34,16,1,0,0,32,24,33,51,29,29
Cars2,19,12,15,1,0,1,13,11,13,32,15,12
Cartpt,0,0,0,0,0,0,0,0,0,0,0,0
Casc3,51,43,40,22,13,9,68,48,42,59,28,54
Casd1,19,16,21,2,1,2,10,15,10,11,7,6
Cask,24,33,26,3,4,3,23,26,18,41,30,23
Caskin1,7,5,6,0,1,1,4,3,2,2,4,3
Caskin2,32,33,35,10,9,5,26,27,36,117,77,72
Casp1,4,7,7,0,0,0,2,3,2,2,0,0
Casp12,12,10,9,2,1,1,4,4,3,3,3,5
Casp14,0,0,0,6,1,2,2,2,1,0,0,0
Casp16,1,0,0,2,0,0,0,0,0,1,0,0
Casp2,19,21,21,1,19,6,22,25,23,39,22,11
Casp3,16,20,14,0,0,0,9,13,10,3,1,2
Casp4,4,1,1,0,0,0,0,2,1,5,2,6
Casp6,7,2,5,0,0,0,4,1,4,4,2,2
Casp7,7,5,3,7,4,1,8,9,3,14,3,3
Casp8,6,13,7,0,0,0,9,8,5,26,19,16
Casp8ap2,12,23,22,6,6,2,3,12,13,15,11,10
Casp9,10,11,14,2,2,1,6,8,15,10,10,11
Casq1,0,1,0,0,1,4,0,0,0,0,0,1
Casq2,0,1,1,0,0,0,0,0,1,0,0,0
Cass4,0,0,0,0,0,0,0,0,0,3,5,3
Cast,52,56,49,22,17,10,41,40,30,82,31,42
Castor1,0,0,0,1,0,0,0,1,2,4,3,3
Castor2,2,1,4,0,1,0,3,4,4,15,4,4
Casz1,60,66,41,27,18,14,54,53,41,148,88,87
Cat,29,35,34,20,11,12,15,13,19,32,21,16
Catip,0,0,0,0,0,0,0,1,0,18,8,4
Catsper2,2,4,3,0,0,0,1,1,2,2,3,4
Catsper3,0,0,1,0,0,0,0,0,0,0,1,1
Catsper4,0,1,1,0,2,0,0,0,0,2,2,2
Catsperb,0,3,1,0,0,0,0,0,0,0,0,0
Catsperd,0,1,0,0,0,0,0,0,0,0,0,1
Catspere1,1,1,2,0,0,0,0,0,0,9,8,4
Catspere2,4,4,1,0,0,0,1,0,0,19,13,7
Catsperg1,1,2,2,0,0,0,0,1,1,6,2,2
Catsperg2,0,1,0,0,0,0,0,0,0,0,0,0
Catsperz,0,0,0,0,1,0,0,2,0,0,0,0
Cav1,1,6,12,0,0,14,2,4,4,34,9,11
Cav2,7,11,10,0,0,0,3,4,1,2,1,1
Cav3,0,0,0,0,1,0,0,0,0,1,1,0
Cavin1,24,16,20,5,7,21,24,36,30,80,42,41
Cavin2,3,9,4,1,0,0,5,11,5,57,28,24
Cavin3,0,0,0,0,0,3,2,4,4,2,0,1
Cavin4,0,2,1,0,0,0,2,1,3,0,1,0
Cbarp,20,10,15,0,0,0,11,13,12,24,18,15
Cbfa2t2,13,12,8,2,2,2,12,12,8,25,9,13
Cbfa2t3,1,3,3,0,0,0,4,0,2,52,51,37
Cbfb,17,18,21,26,15,20,22,23,22,39,14,14
Cbl,50,66,44,38,31,18,65,56,56,46,29,29
Cblb,21,22,17,27,19,17,25,32,25,78,67,57
Cblc,20,15,9,1,1,1,15,14,11,9,10,7
Cbll1,0,11,3,2,2,2,4,3,7,3,2,2
Cbln1,0,0,0,0,5,0,0,0,1,0,0,0
Cbln3,0,0,0,0,1,1,0,0,0,0,0,0
Cbln4,0,0,0,0,1,0,0,0,0,0,0,0
Cbr1,3,3,3,14,4,6,2,4,12,14,3,8
Cbr2,0,4,5,0,1,7,5,8,2,635,368,369
Cbr3,0,1,0,0,0,0,0,1,0,3,1,3
Cbr4,4,2,3,1,1,1,2,3,3,5,2,3
Cbs,0,2,1,7,5,2,4,0,4,8,4,4
Cbx1,54,60,52,3,1,5,44,59,44,31,13,15
Cbx2,6,5,4,1,0,0,9,7,2,3,4,7
Cbx3,13,24,6,1,2,0,19,18,18,11,3,7
Cbx4,19,21,19,16,14,6,29,19,14,24,14,10
Cbx5,69,62,50,17,23,17,62,69,40,30,22,26
Cbx6,26,31,22,46,36,32,14,16,23,50,16,25
Cbx7,5,3,7,10,9,10,5,5,7,84,52,55
Cbx8,8,2,3,4,5,2,4,6,3,6,4,3
Cby1,1,2,1,5,5,2,1,0,3,1,1,3
Cby2,0,0,1,0,0,0,0,0,0,0,0,0
Cc2d1a,24,30,28,2,2,3,20,16,9,32,26,33
Cc2d1b,32,34,34,28,31,16,21,28,25,72,58,30
Cc2d2a,10,8,10,0,0,0,2,3,6,54,26,33
Cc2d2b,0,0,0,0,0,0,0,0,0,1,1,0
Ccar1,74,134,81,9,3,5,52,62,49,69,31,35
Ccar2,37,37,31,11,9,5,35,34,31,71,44,39
Ccbe1,0,1,0,1,3,3,4,2,0,6,6,5
Ccdc102a,2,1,1,0,1,0,0,2,0,12,6,4
Ccdc106,0,0,1,0,0,0,0,0,0,0,0,1
Ccdc107,2,3,5,0,0,0,5,2,2,6,12,5
Ccdc110,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc112,5,4,2,0,2,0,2,3,2,4,1,3
Ccdc113,0,0,0,0,0,0,0,0,0,1,6,0
Ccdc115,7,5,3,0,0,0,10,12,5,4,1,4
Ccdc116,0,3,0,8,12,6,0,0,0,1,1,2
Ccdc117,15,15,10,0,0,0,11,13,11,5,3,3
Ccdc12,8,8,7,0,0,0,8,10,7,12,9,6
Ccdc120,13,22,21,8,21,11,34,41,21,31,25,18
Ccdc121,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc121rt1,0,0,0,0,0,0,0,0,0,1,0,2
Ccdc121rt3,2,3,2,0,0,1,2,0,0,2,0,1
Ccdc122,1,0,3,0,0,0,0,0,0,0,1,0
Ccdc124,11,5,8,2,2,11,9,9,14,13,9,5
Ccdc125,9,5,10,0,0,0,0,2,4,13,6,5
Ccdc126,0,0,1,0,2,0,2,0,0,1,0,1
Ccdc127,9,14,11,6,2,5,10,9,7,4,1,4
Ccdc13,0,0,0,0,0,0,1,0,1,4,6,2
Ccdc134,11,12,6,0,0,12,8,11,10,15,15,4
Ccdc136,0,1,0,0,1,0,1,0,1,16,7,8
Ccdc137,9,15,6,2,0,0,12,9,8,10,7,6
Ccdc138,2,1,1,0,0,0,0,0,0,5,0,5
Ccdc14,3,4,6,0,0,0,4,1,1,4,3,6
Ccdc141,14,14,18,2,0,0,2,4,2,157,98,86
Ccdc142,5,9,4,0,0,0,1,6,3,18,12,7
Ccdc142os,4,1,2,0,0,0,1,0,2,4,1,1
Ccdc146,0,0,0,0,0,0,0,0,0,9,7,2
Ccdc148,0,0,1,0,0,0,0,0,0,0,0,1
Ccdc149,11,7,8,1,2,2,2,1,2,10,15,4
Ccdc15,8,4,4,0,1,0,0,3,0,7,6,4
Ccdc150,0,0,1,0,0,0,0,2,1,7,8,1
Ccdc153,0,0,0,0,0,0,0,0,0,11,9,6
Ccdc154,0,0,0,0,1,0,0,2,0,4,2,1
Ccdc157,4,7,6,0,0,0,7,3,6,70,38,41
Ccdc158,1,1,1,0,0,0,1,1,0,2,0,0
Ccdc159,1,0,0,0,0,0,0,0,0,14,7,7
Ccdc160,2,1,3,0,0,0,0,0,0,2,1,1
Ccdc162,1,4,2,0,0,0,2,0,0,82,40,30
Ccdc163,6,13,7,1,2,0,4,11,7,18,8,3
Ccdc166,1,0,2,0,0,0,0,0,0,1,1,1
Ccdc167,11,9,4,1,1,1,3,7,5,4,4,2
Ccdc168,3,4,3,0,0,0,1,0,0,0,0,0
Ccdc169,0,0,0,0,0,0,0,0,0,0,1,0
Ccdc17,7,4,2,0,0,0,0,2,4,59,23,16
Ccdc170,0,0,0,0,0,0,0,1,0,20,9,8
Ccdc171,3,10,4,0,1,0,5,2,3,29,12,11
Ccdc174,13,9,14,1,1,1,4,5,8,11,4,8
Ccdc177,0,0,1,0,2,1,0,0,1,0,0,0
Ccdc178,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc18,1,8,9,0,0,0,4,4,1,4,0,2
Ccdc180,0,0,0,0,0,0,0,1,1,61,30,33
Ccdc181,5,2,3,0,0,1,4,4,0,8,2,2
Ccdc183,1,0,4,0,0,0,0,0,0,0,1,0
Ccdc184,0,0,0,0,0,0,0,0,1,1,0,0
Ccdc186,26,32,15,3,3,4,15,12,17,27,18,19
Ccdc187,1,4,2,0,0,0,0,1,0,92,42,33
Ccdc188,1,1,0,0,0,0,1,0,0,2,0,0
Ccdc190,0,0,0,0,0,0,0,1,0,4,1,2
Ccdc191,17,14,13,1,0,0,9,6,7,28,12,10
Ccdc192,0,0,0,0,0,0,0,0,0,1,0,1
Ccdc194,0,0,0,0,0,0,0,0,1,0,0,1
Ccdc196,0,0,0,0,0,0,1,0,0,0,0,0
Ccdc198,0,2,1,0,0,0,0,0,0,1,0,0
Ccdc200,0,0,0,0,0,0,0,1,0,0,0,0
Ccdc202,0,0,0,1,0,0,0,0,0,0,0,0
Ccdc24,0,1,1,0,0,0,0,0,0,0,1,1
Ccdc25,11,23,9,0,0,0,9,11,4,8,5,4
Ccdc27,0,0,1,0,0,0,1,1,1,0,0,0
Ccdc28a,6,6,4,0,2,0,1,1,1,4,2,4
Ccdc28b,5,3,3,0,1,0,2,1,3,10,5,5
Ccdc3,0,0,0,1,5,2,0,0,0,1,0,2
Ccdc30,0,0,0,0,1,3,0,0,0,26,9,12
Ccdc32,0,2,4,0,0,0,1,0,2,1,1,1
Ccdc33,0,0,0,8,12,0,0,2,4,10,8,9
Ccdc34,8,17,19,0,0,0,16,17,12,6,1,2
Ccdc34os,2,2,1,0,0,0,0,2,1,0,0,0
Ccdc38,0,0,0,0,0,0,1,1,0,0,0,0
Ccdc39,0,1,1,0,0,0,0,1,0,24,13,10
Ccdc40,0,0,0,0,0,0,0,1,0,27,11,12
Ccdc42,0,0,0,0,0,0,0,0,0,3,0,1
Ccdc43,15,8,11,0,0,0,10,8,6,4,3,2
Ccdc47,31,35,37,1,1,1,30,27,22,29,5,15
Ccdc50,44,53,28,2,0,1,37,33,32,43,22,24
Ccdc50-ps,0,0,0,0,0,0,0,0,0,1,0,0
Ccdc51,0,0,1,0,0,0,0,1,3,6,0,1
Ccdc57,2,3,2,1,1,0,4,2,5,36,17,23
Ccdc59,10,5,8,1,1,1,3,7,3,8,4,3
Ccdc6,90,110,74,112,93,62,73,105,94,69,36,43
Ccdc60,0,0,0,0,0,0,0,0,0,4,0,0
Ccdc61,14,11,5,1,0,0,4,9,5,48,20,29
Ccdc62,3,2,5,0,1,1,0,0,0,9,4,8
Ccdc63,0,0,0,0,0,0,0,0,0,0,2,0
Ccdc65,0,0,1,0,0,0,0,0,0,4,2,0
Ccdc66,8,10,11,0,0,0,4,2,4,13,3,7
Ccdc68,2,1,4,0,0,0,4,0,0,2,5,1
Ccdc69,0,0,0,0,0,0,0,0,0,1,0,5
Ccdc71,17,13,14,1,12,3,8,14,21,9,2,9
Ccdc71l,2,9,5,1,3,4,10,15,11,15,8,6
Ccdc73,1,0,1,4,0,2,0,4,1,0,0,0
Ccdc74a,2,0,1,0,0,0,2,1,0,3,0,3
Ccdc77,15,20,12,0,0,0,4,6,7,18,5,8
Ccdc78,2,2,0,0,0,0,0,1,1,21,9,15
Ccdc7a,0,1,0,0,0,0,0,0,0,0,0,0
Ccdc8,1,1,1,0,0,0,1,1,0,7,10,2
Ccdc80,7,6,11,0,0,5,2,3,2,10,6,6
Ccdc81,0,0,0,0,0,0,0,0,0,6,2,3
Ccdc82,18,22,20,0,0,0,7,4,6,47,26,27
Ccdc83,0,0,0,1,0,0,0,0,0,0,0,0
Ccdc85a,1,4,1,0,0,6,2,0,2,34,22,37
Ccdc85b,8,10,12,0,1,0,16,11,10,16,7,11
Ccdc85c,27,32,21,35,27,18,50,30,40,20,13,12
Ccdc86,6,10,4,6,6,3,11,6,6,2,3,2
Ccdc87,1,0,0,0,1,0,0,0,0,2,0,0
Ccdc88a,35,72,40,2,0,0,14,34,18,34,15,18
Ccdc88b,6,2,3,1,8,2,3,1,2,74,30,38
Ccdc88c,52,68,37,12,7,4,23,42,36,181,76,99
Ccdc89,0,0,0,0,0,0,0,0,0,0,1,1
Ccdc9,34,41,35,1,0,0,36,48,32,103,56,55
Ccdc90b,3,4,3,0,0,0,1,2,0,1,2,0
Ccdc91,5,5,2,0,0,0,6,2,7,19,9,6
Ccdc92,1,2,2,7,2,3,7,0,8,7,6,5
Ccdc92b,0,1,1,1,1,0,0,2,1,1,3,1
Ccdc93,31,26,23,3,3,1,21,11,13,36,14,9
Ccdc96,0,0,0,0,1,0,0,0,0,3,2,4
Ccdc97,41,37,24,2,6,5,27,27,37,45,16,22
Ccdc9b,1,1,1,0,0,1,3,1,2,56,40,35
Ccer1,0,0,0,0,0,0,0,0,0,0,0,0
Ccer2,0,0,0,0,0,0,0,0,0,0,0,1
Cchcr1,21,9,12,0,0,0,14,15,6,28,25,21
Ccin,0,0,0,0,0,0,0,0,0,0,0,0
Cck,0,0,0,0,0,0,0,0,0,0,0,0
